PERMIT NUMBER,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,PAYMENT DATE,ADDRESS,ADDRESS NUMBER START,ADDRESS NUMBER,STREET DIRECTION,STREET,STREET TYPE,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE,LOCATION
1131277,63414,111,STARBUCKS CORPORATION,STARBUCKS #272,03/16/2018,12/01/2018,03/12/2018,2529 N CLARK ST,2529,2529,N,CLARK,ST,CHICAGO,IL,60614,43,27,43-27,19,41.928651735,-87.642141871,"(41.92865173452811, -87.64214187084286)"
1131267,63414,131,STARBUCKS CORPORATION,STARBUCKS COFFEE #13710,03/16/2018,12/01/2018,03/12/2018,30 W ERIE ST,30,30,W,ERIE,ST,CHICAGO,IL,60610,42,56,42-56,18,41.894165414,-87.629389028,"(41.89416541426283, -87.62938902777785)"
1131266,63414,120,STARBUCKS CORPORATION,STARBUCKS COFFEE #10955,03/16/2018,12/01/2018,03/12/2018,38 E ONTARIO ST,38,38,E,ONTARIO,ST,CHICAGO,IL,60611,42,22,42-22,18,41.893404102,-87.626696815,"(41.89340410169577, -87.6266968151909)"
1131265,63414,115,STARBUCKS CORPORATION,STARBUCKS COFFEE #10594,03/16/2018,12/01/2018,03/12/2018,39 S LA SALLE ST,39,39,S,LA SALLE,ST,CHICAGO,IL,60603,42,9,42-9,1,41.880931558,-87.632189133,"(41.88093155774665, -87.63218913315433)"
1131261,63414,78,STARBUCKS CORPORATION,STARBUCKS COFFEE #2494,03/16/2018,12/01/2018,03/12/2018,1157 W WRIGHTWOOD AVE,1157,1157,W,WRIGHTWOOD,AVE,CHICAGO,IL,60614,43,32,43-32,19,41.928816916,-87.658378837,"(41.928816915505855, -87.65837883656692)"
1131247,63414,35,STARBUCKS CORPORATION,STARBUCKS COFFEE #2224,03/16/2018,12/01/2018,03/12/2018,430 N CLARK ST,430,430,N,CLARK,ST,CHICAGO,IL,60654,42,46,42-46,18,41.890058266,-87.631229887,"(41.890058266027715, -87.63122988738189)"
1131236,63414,38,STARBUCKS CORPORATION,STARBUCKS COFFEE #2234,03/16/2018,12/01/2018,03/12/2018,200 W ADAMS ST,200,200,W,ADAMS,ST,CHICAGO,IL,60606,42,49,42-49,1,41.879495472,-87.633829661,"(41.879495472483235, -87.63382966060512)"
1131235,63414,27,STARBUCKS CORPORATION,STARBUCKS COFFEE #225,03/16/2018,12/01/2018,03/12/2018,40 W LAKE ST,40,40,W,LAKE,ST,CHICAGO,IL,60601,42,9,42-9,1,41.885855996,-87.629421739,"(41.88585599581413, -87.6294217392213)"
1131233,63414,79,STARBUCKS CORPORATION,STARBUCKS COFFEE #2484,03/16/2018,12/01/2018,03/12/2018,111 E CHESTNUT ST,111,111,E,CHESTNUT,ST,CHICAGO,IL,60611,42,48,42-48,18,41.898261619,-87.625164692,"(41.89826161908875, -87.62516469194003)"
1131232,63414,84,STARBUCKS CORPORATION,STARBUCKS COFFEE #2545,03/16/2018,12/01/2018,03/12/2018,25 E WASHINGTON ST,25,25,E,WASHINGTON,ST,CHICAGO,IL,60602,42,9,42-9,1,41.883109079,-87.626976034,"(41.883109078966136, -87.62697603370881)"
1131231,63414,101,STARBUCKS CORPORATION,STARBUCKS COFFEE #2877,03/16/2018,12/01/2018,03/12/2018,40 N CLINTON ST,40,40,N,CLINTON,ST,CHICAGO,IL,60661,42,21,42-21,1,41.883108072,-87.641377478,"(41.8831080720045, -87.64137747810499)"
1131228,63414,156,STARBUCKS CORPORATION,STARBUCKS COFFEE 18013,03/16/2018,12/01/2018,03/12/2018,171 W RANDOLPH ST,171,171,W,RANDOLPH,ST,CHICAGO,IL,60601,42,9,42-9,1,41.884361877,-87.633164538,"(41.88436187748195, -87.63316453760919)"
1131227,63414,112,STARBUCKS CORPORATION,STARBUCKS COFFEE #10199,03/16/2018,12/01/2018,03/12/2018,131 S DEARBORN ST,131,131,S,DEARBORN,ST,CHICAGO,IL,60603,42,9,42-9,1,41.87988544,-87.629211595,"(41.87988544030099, -87.62921159480324)"
1131209,63414,93,STARBUCKS CORPORATION,STARBUCKS COFFEE  #2635,03/16/2018,12/01/2018,03/12/2018,4753 N BROADWAY,4753,4753,N,BROADWAY,,CHICAGO,IL,60640,46,40,46-40,19,41.968723711,-87.659414087,"(41.96872371055819, -87.65941408749583)"
1131082,14287,2,"HAMM FAMILY ENTERPRISES, INC.",ROCKIT BURGER BAR,03/16/2018,12/01/2018,03/15/2018,3700 N CLARK ST,3700,3700,N,CLARK,ST,CHICAGO,IL,60613,44,50,44-50,19,41.949010883,-87.658142875,"(41.949010883298726, -87.65814287476813)"
1132103,379375,1,354 W HUBBARD RESTAURANT LLC,3 GREENS MARKET,03/15/2018,12/01/2018,03/15/2018,354 W HUBBARD ST,354,354,W,HUBBARD,ST,CHICAGO,IL,60654,42,67,42-67,18,41.890044958,-87.637628064,"(41.890044957539516, -87.6376280637658)"
1132102,364791,1,TONI SWEETS LLC,TONI PATISSERIE,03/15/2018,12/01/2018,03/15/2018,65 E WASHINGTON ST,65,65,E,WASHINGTON,ST,CHICAGO,IL,60602,42,9,42-9,1,41.88311224,-87.625517262,"(41.88311224003615, -87.6255172620344)"
1132101,366751,1,"800 W. RANDOLPH RESTAURANT, LLC",AU CHEVAL,03/15/2018,12/01/2018,03/15/2018,800 W RANDOLPH ST,800,800,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.884515458,-87.6474973,"(41.88451545836221, -87.64749730032112)"
1132038,354364,1,"BARAMARO, LLC",MAUDE'S,03/15/2018,12/01/2018,03/15/2018,840 W RANDOLPH ST,840,840,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.884490694,-87.649015996,"(41.88449069405542, -87.64901599613749)"
1132023,208512,1,"NORTH STAR RESTAURANT, INC.","NORTH STAR RESTAURANT, INC.",03/15/2018,12/01/2018,03/12/2018,6246 N WESTERN AVE,6246,6246,N,WESTERN,AVE,CHICAGO,IL,60659,50,8,50-8,24,41.995479207,-87.689956626,"(41.99547920706865, -87.68995662627663)"
1132006,340239,1,"TERGESTE, INC.",PELAGO,03/15/2018,12/01/2018,03/15/2018,201 E DELAWARE PL,201,201,E,DELAWARE,PL,CHICAGO,IL,60611,2,47,2-47,18,41.899135255,-87.621785262,"(41.899135254700184, -87.62178526239309)"
1131993,65013,1,THE CALIFORNIA CLIPPER CORP.,THE CLIPPER/ CC FERNS,03/15/2018,12/01/2018,03/15/2018,1002 N CALIFORNIA AVE,1002,1002,N,CALIFORNIA,AVE,CHICAGO,IL,60622,26,48,26-48,12,41.899381966,-87.696940044,"(41.89938196589096, -87.69694004377007)"
1131950,385744,1,"KOKO'S MEDITERRANEAN GRILL, INC.",KOKO'S MEDITERRANEAN GRILL,03/15/2018,12/01/2018,03/15/2018,1760 W CHICAGO AVE,1760,1760,W,CHICAGO,AVE,CHICAGO,IL,60622,1,36,1-36,12,41.896102673,-87.67211595,"(41.89610267284695, -87.67211594992528)"
1131949,387485,1,ZRD LLC,BUTCHER's TAP,03/15/2018,12/01/2018,03/15/2018,3553 N SOUTHPORT AVE,3553,3553,N,SOUTHPORT,AVE,CHICAGO,IL,60657,44,11,44-11,19,41.946831641,-87.663861998,"(41.946831640926156, -87.66386199813489)"
1131928,362492,2,MENSCH AND MENSCH LLC,SOUTHPORT AND IRVING,03/15/2018,12/01/2018,03/15/2018,4000-4006 N SOUTHPORT AVE,4000,4000-4006,N,SOUTHPORT,AVE,CHICAGO,IL,60613,47,24,47-24,19,41.954399623,-87.664363095,"(41.95439962284545, -87.66436309454507)"
1131917,399498,1,"JERRY'S SANDWICHES LS, LLC",JERRY'S SANDWICHES,03/15/2018,12/01/2018,03/15/2018,4739-4743 N LINCOLN AVE,4739,4739-4743,N,LINCOLN,AVE,CHICAGO,IL,60625,47,20,47-20,19,41.967698817,-87.687808185,"(41.96769881732379, -87.68780818484225)"
1131883,401889,1,"GT PRIME, LLC",GT PRIME,03/15/2018,12/01/2018,03/09/2018,705-707 N WELLS ST,705,705-707,N,WELLS,ST,CHICAGO,IL,60654,42,57,42-57,18,41.894979301,-87.634010671,"(41.894979301136715, -87.63401067063096)"
1131721,18220,1,"1240 N. WELLS, INC.",DECLAN'S IRISH PUB,03/15/2018,12/01/2018,03/15/2018,1240 N WELLS ST,1240,1240,N,WELLS,ST,CHICAGO,IL,60610,2,30,2-30,18,41.905048794,-87.634668656,"(41.90504879370209, -87.63466865633622)"
1131517,390335,1,"HACIENDA LA AMISTAD RESTAURANT, CORPORATION","HACIENDA LA AMISTAD RESTAURANT, CORPORATION",03/15/2018,12/01/2018,03/15/2018,1914 W MONTROSE AVE,1914,1914,W,MONTROSE,AVE,CHICAGO,IL,60613,47,10,47-10,19,41.961594915,-87.676663865,"(41.961594914876564, -87.67666386545389)"
1131477,399924,2,"VPC RUSH STREET PIZZA, LLC",GIORDANO'S ON RUSH,03/15/2018,12/01/2018,03/15/2018,730-740 N RUSH ST,730,730-740,N,RUSH,ST,CHICAGO,IL,60611,42,19,42-19,18,41.895769847,-87.625628559,"(41.89576984662454, -87.62562855938958)"
1131474,48147,4,"BALLINGARY MANAGEMENT, INC.",COALFIRE PIZZA,03/15/2018,12/01/2018,03/15/2018,3705-3707 N SOUTHPORT AVE,3705,3705-3707,N,SOUTHPORT,AVE,CHICAGO,IL,60613,44,25,44-25,19,41.949091556,-87.663926244,"(41.94909155554482, -87.66392624358977)"
1131473,292957,2,"THE BIG FOUR, LLC",HAMBURGER MARY'S CHICAGO,03/15/2018,12/01/2018,03/15/2018,5400 N CLARK ST,5400,5400,N,CLARK,ST,CHICAGO,IL,60640,40,42,40-42,20,41.979884283,-87.668429485,"(41.97988428297559, -87.66842948468236)"
1131451,403614,1,TFK 9 WEST ERIE LLC,TRUE FOOD KITCHEN,03/15/2018,12/01/2018,03/15/2018,1 W ERIE ST,1,1,W,ERIE,ST,CHICAGO,IL,60654,42,22,42-22,18,41.89396102,-87.628209415,"(41.893961019783646, -87.62820941510093)"
1131403,10393,2,"BERNIE'S, INC.",BERNIE'S,03/15/2018,12/01/2018,03/14/2018,3664 N CLARK ST,3664,3664,N,CLARK,ST,CHICAGO,IL,60613,44,50,44-50,19,41.948843781,-87.658009262,"(41.948843780887984, -87.65800926199522)"
1131375,15766,1,"KENTADA, INC.",PIZZA CAPRI,03/15/2018,12/01/2018,03/15/2018,1501 E 53RD ST,1501,1501,E,53RD,ST,CHICAGO,IL,60615,5,54,5-54,2,41.799434259,-87.589046255,"(41.79943425904436, -87.58904625526527)"
1131345,7032,1,WHITEHILL CORP,KASEY'S TAVERN,03/15/2018,12/01/2018,03/15/2018,701 S DEARBORN ST,701,701,S,DEARBORN,ST,CHICAGO,IL,60605,4,54,4-54,1,41.873324342,-87.629021704,"(41.87332434171823, -87.62902170438788)"
1131263,410695,1,KB V LLC,KUMA'S CORNER,03/15/2018,12/01/2018,03/15/2018,854-856 W FULTON MARKET,854,854-856,W,FULTON MARKET,,CHICAGO,IL,60607,27,1,27-1,12,41.886878841,-87.649697253,"(41.88687884128287, -87.64969725329456)"
1131130,393306,1,Erie Street Stans LLC,Stans Donuts Erie Street,03/15/2018,12/01/2018,03/13/2018,259 E ERIE ST,259,259,E,ERIE,ST,CHICAGO,IL,60611,42,41,42-41,18,41.894085381,-87.62040431,"(41.894085380663164, -87.62040431002175)"
1131128,373358,1,"THE LOCAL, LLC",SOUTHERN CUT BARBECUE,03/15/2018,12/01/2018,03/15/2018,198 E DELAWARE PL,198,198,E,DELAWARE,PL,CHICAGO,IL,60611,2,35,2-35,18,41.899351735,-87.621986906,"(41.89935173506942, -87.62198690644685)"
1131115,417013,1,KANELA VI LLC,"KANELA ""BREAKFAST CLUB""",03/15/2018,12/01/2018,03/14/2018,2127 W DIVISION ST,2127,2127,W,DIVISION,ST,CHICAGO,IL,60622,2,12,2-12,12,41.903018691,-87.680803074,"(41.903018690695475, -87.68080307435751)"
1131088,326047,3,"CITY PROVISIONS, LLC",CITY PROVISIONS CATERING AND EVENTS,03/15/2018,12/01/2018,02/20/2018,1816-20 W WILSON AVE,1816,1816-20,W,WILSON,AVE,CHICAGO,IL,60640,47,36,47-36,19,41.965258595,-87.6753727,"(41.96525859487773, -87.67537270043624)"
1131962,400996,1,FUNCOOL ENTERPRISES LLC,MUNNO,03/13/2018,12/01/2018,03/13/2018,4656 N CLARK ST,4656,4656,N,CLARK,ST,CHICAGO,IL,60640,47,34,47-34,19,41.966913741,-87.667232331,"(41.96691374122208, -87.66723233053568)"
1131882,398484,1,AMDB RESTAURANT INC,WILLOW ROOM,03/13/2018,12/01/2018,03/13/2018,1800 N HALSTED ST,1800,1800,N,HALSTED,ST,CHICAGO,IL,60614,43,3,43-3,18,41.913934603,-87.648510722,"(41.91393460298027, -87.64851072187996)"
1131825,350040,2,3258 S. WELLS ST. RESTAURANT LLC,TURTLES,03/13/2018,12/01/2018,03/13/2018,238 W 33RD ST,238,238,W,33RD,ST,CHICAGO,IL,60616,11,31,11-31,9,41.834685354,-87.633094541,"(41.83468535402639, -87.63309454134783)"
1131617,16085,3,"FOREGIVENESS, INC.",MAPLE & ASH/ EIGHT BAR,03/13/2018,12/01/2018,03/13/2018,6-8 W MAPLE ST,6,6-8,W,MAPLE,ST,CHICAGO,IL,60610,2,60,2-60,18,41.901990808,-87.628593803,"(41.90199080838916, -87.62859380325996)"
1131434,8970,110,"COMPASS GROUP USA, INC.",ESPRESSAMENTE ILLY/CITYFRONT CAFE,03/13/2018,12/01/2018,03/13/2018,455 N CITYFRONT PLAZA DR,455,455,N,CITYFRONT PLAZA,DR,CHICAGO,IL,60611,42,53,42-53,18,41.890001335,-87.621438688,"(41.890001335214684, -87.62143868830125)"
1131399,16483,3,A + INC,NOODLES ETC,03/13/2018,12/01/2018,03/13/2018,1333 E 57TH ST,1333,1333,E,57TH,ST,CHICAGO,IL,60637,5,27,5-27,2,41.791367617,-87.593456883,"(41.79136761733113, -87.5934568825423)"
1131397,287508,1,FLYING PAN LLC,CHANT,03/13/2018,12/01/2018,03/13/2018,1509 E 53RD ST,1509,1509,E,53RD,ST,CHICAGO,IL,60615,5,54,5-54,2,41.799436696,-87.588731257,"(41.799436696478615, -87.58873125741623)"
1131379,313297,1,"SCALZO, INC.",VIA CARDUCCI LA SORELLA,03/13/2018,12/01/2018,03/13/2018,1928 W DIVISION ST,1928,1928,W,DIVISION,ST,CHICAGO,IL,60622,1,17,1-17,14,41.903321735,-87.675981967,"(41.90332173476508, -87.67598196745516)"
1131348,16851,1,"SCS-CHICAGO, LCC.",LE COLONIAL,03/13/2018,12/01/2018,03/13/2018,937 N RUSH ST,937,937,N,RUSH,ST,CHICAGO,IL,60611,42,42,42-42,18,41.900248755,-87.627117758,"(41.90024875525889, -87.62711775843795)"
1131280,277999,1,"SBDTIMESTWO, INC.",ESSENCE OF INDIA,03/13/2018,12/01/2018,03/13/2018,4601 N LINCOLN AVE,4601,4601,N,LINCOLN,AVE,CHICAGO,IL,60625,47,33,47-33,19,41.964997093,-87.686013819,"(41.964997092897626, -87.68601381879759)"
1131205,410682,1,PHILMANIE'S CAFECITO 3 INC.,CAFECITO,03/13/2018,12/01/2018,03/13/2018,215 E CHESTNUT ST,215,215,E,CHESTNUT,ST,CHICAGO,IL,60611,2,62,2-62,18,41.898320984,-87.621221517,"(41.89832098388985, -87.62122151748775)"
1131139,17808,5,"CNF, INC.",FONTANO SUBS,03/13/2018,12/01/2018,03/13/2018,332 S MICHIGAN AVE,332,332,S,MICHIGAN,AVE,CHICAGO,IL,60604,42,49,42-49,1,41.877480177,-87.624446588,"(41.87748017697733, -87.62444658849093)"
1131070,348890,1,COZ SQUARED INC.,BURKE'S PUBLIC HOUSE,03/13/2018,12/01/2018,02/16/2018,5401-5403 N BROADWAY,5401,5401-5403,N,BROADWAY,,CHICAGO,IL,60640,48,6,48-6,20,41.980065199,-87.659824113,"(41.980065199084535, -87.65982411288756)"
1132143,359406,1,"RICCARDO ENOTECA, LLC",RICCARDO ENOTECA,03/12/2018,12/01/2018,03/12/2018,2116 N CLARK ST,2116,2116,N,CLARK,ST,CHICAGO,IL,60614,43,8,43-8,18,41.920616813,-87.63763126,"(41.9206168128766, -87.63763126009027)"
1132064,395729,1,Shreya Sai Retail Inc,Forever Yogurt,03/12/2018,12/01/2018,03/12/2018,42 E CHICAGO AVE,42,42,E,CHICAGO,AVE,CHICAGO,IL,60611,42,32,42-32,18,41.896808636,-87.62661991,"(41.896808636148165, -87.62661990963578)"
1131808,409750,1,"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,03/12/2018,12/01/2018,03/12/2018,228 E ONTARIO ST,228,228,E,ONTARIO,ST,CHICAGO,IL,60611,42,41,42-41,18,41.893482969,-87.621930591,"(41.89348296915108, -87.62193059128795)"
1131699,5366,1,NABIL & MOHAMMED MUSLEH,FOOD TOWN,03/12/2018,12/01/2018,03/12/2018,4401 N HAZEL ST,4401,4401,N,HAZEL,ST,CHICAGO,IL,60640,46,47,46-47,19,41.961858453,-87.652182401,"(41.961858452998605, -87.65218240121716)"
1131688,20098,1,"CAFE THAI,  CORP.",HOT WOKS COOL SUSHI,03/12/2018,12/01/2018,03/12/2018,30 S MICHIGAN AVE,30,30,S,MICHIGAN,AVE,CHICAGO,IL,60603,42,9,42-9,1,41.881371062,-87.624491752,"(41.88137106153754, -87.62449175187143)"
1131687,353136,1,"HWCS (ROSCOE), INC.",HOT WOKS COOL SUSHI,03/12/2018,12/01/2018,03/12/2018,2032 W ROSCOE ST,2032,2032,W,ROSCOE,ST,CHICAGO,IL,60618,32,21,32-21,19,41.943312712,-87.679721969,"(41.943312712450826, -87.67972196894465)"
1131686,379784,1,ASIAN OUTPOST CORP.,ASIAN OUTPOST,03/12/2018,12/01/2018,03/12/2018,1313-1315 S WABASH AVE,1313,1313-1315,S,WABASH,AVE,CHICAGO,IL,60605,3,40,3-40,1,41.865354332,-87.625639157,"(41.865354331695414, -87.62563915695526)"
1132408,359681,1,"ROOTS HANDMADE PIZZA, LLC",ROOTS HANDMADE PIZZA,04/10/2018,12/01/2018,04/10/2018,1922-24 W CHICAGO AVE,1922,1922-24,W,CHICAGO,AVE,CHICAGO,IL,60622,1,46,1-46,12,41.89604491,-87.675604846,"(41.89604490958585, -87.67560484584318)"
1132396,359684,1,"BHB & CAFE MANAGEMENT COMPANY, LLC.",WEST TOWN BAKERY & DINER,04/10/2018,12/01/2018,04/10/2018,1916-1920 W CHICAGO AVE,1916,1916-1920,W,CHICAGO,AVE,CHICAGO,IL,60622,1,46,1-46,12,41.896048722,-87.675351235,"(41.89604872173419, -87.67535123458872)"
1132394,299661,1,"BRAVO TAPAS & LOUNGE, INC.",THE FIFTY / 50,04/10/2018,12/01/2018,04/10/2018,2047 W DIVISION ST,2047,2047,W,DIVISION,ST,CHICAGO,IL,60622,1,3,1-3,12,41.903046998,-87.679119327,"(41.90304699799323, -87.67911932717314)"
1132290,354309,1,"THE RED LION LINCOLN SQUARE, LLC",THE RED LION LINCOLN SQUARE,04/10/2018,12/01/2018,04/10/2018,4749-4753 N ROCKWELL ST,4749,4749-4753,N,ROCKWELL,ST,CHICAGO,IL,,40,40,40-40,19,41.968154221,-87.693638126,"(41.96815422075822, -87.69363812631346)"
1132209,204868,1,"CARUSO'S, L.L.C.",THE WINDSOR,04/10/2018,12/01/2018,04/10/2018,4530 N MILWAUKEE AVE,4530,4530,N,MILWAUKEE,AVE,CHICAGO,IL,60630,45,25,45-25,16,41.963158817,-87.756842432,"(41.96315881688357, -87.75684243172473)"
1132147,65004,19,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS LLC,04/10/2018,12/01/2018,03/20/2018,1625 N DAMEN AVE,1625,1625,N,DAMEN,AVE,CHICAGO,IL,60647,2,36,2-36,14,41.911216984,-87.677333437,"(41.911216984345366, -87.67733343718919)"
1131920,403835,1,"EAST ADDITION, LLC",STEADFAST RESTAURANT,04/10/2018,12/01/2018,03/23/2018,135 W MONROE ST,135,135,W,MONROE,ST,CHICAGO,IL,60603,42,9,42-9,1,41.88057383,-87.631864998,"(41.88057382973398, -87.63186499821612)"
1131919,391781,1,"ROOTS LAWRENCE, LLC",ROOTS HANDMADE PIZZA - LINCOLN SQUARE/ THE SIXTH QUALITY SPIRITS,04/10/2018,12/01/2018,03/22/2018,2200 W LAWRENCE AVE,2200,2200,W,LAWRENCE,AVE,CHICAGO,IL,60625,47,20,47-20,20,41.968793622,-87.684104896,"(41.96879362246842, -87.68410489612832)"
1131632,14614,1,"SAL GADD, INC.",O'LEARY'S PUBLIC HOUSE,04/10/2018,12/01/2018,03/13/2018,541 N WELLS ST,541,541,N,WELLS,ST,CHICAGO,IL,60610,42,46,42-46,18,41.891989228,-87.633930579,"(41.89198922796648, -87.63393057860532)"
1131610,65004,48,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS,04/10/2018,12/01/2018,03/20/2018,5304 N CLARK ST,5304,5304,N,CLARK,ST,CHICAGO,IL,60640,40,43,40-43,20,41.978205263,-87.66849069,"(41.97820526310159, -87.66849069015261)"
1131609,65004,29,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS # 114,04/10/2018,12/01/2018,03/20/2018,4709 N LINCOLN AVE,4709,4709,N,LINCOLN,AVE,CHICAGO,IL,60625,47,33,47-33,19,41.966852686,-87.687309102,"(41.96685268567701, -87.68730910211042)"
1131608,65004,23,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS LLC,04/10/2018,12/01/2018,03/20/2018,542 S DEARBORN ST,542,542,S,DEARBORN,ST,CHICAGO,IL,60605,4,49,4-49,1,41.874861998,-87.629363045,"(41.87486199770747, -87.62936304459032)"
1131606,65004,65,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH SHOP,04/10/2018,12/01/2018,03/20/2018,4185 W IRVING PARK RD,4185,4185,W,IRVING PARK,RD,CHICAGO,IL,60641,45,10,45-10,17,41.95348915,-87.732320205,"(41.953489149800056, -87.73232020498648)"
1131605,65004,62,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH SHOP,04/10/2018,12/01/2018,03/20/2018,1018 S CANAL ST,1018,1018,S,CANAL,ST,CHICAGO,IL,60607,25,28,25-28,1,41.869137223,-87.639401747,"(41.869137222550215, -87.63940174679801)"
1131602,65004,13,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS LLC,04/10/2018,12/01/2018,03/20/2018,175 W JACKSON BLVD,175,175,W,JACKSON,BLVD,CHICAGO,IL,60604,42,49,42-49,1,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)"
1131601,65004,31,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS,04/10/2018,12/01/2018,03/20/2018,545 W MADISON ST,545,545,W,MADISON,ST,CHICAGO,IL,60661,42,69,42-69,1,41.881742105,-87.641419389,"(41.88174210456197, -87.64141938928786)"
1131600,65004,39,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS,04/10/2018,12/01/2018,03/20/2018,547 W JACKSON BLVD,547,547,W,JACKSON,BLVD,CHICAGO,IL,60661,42,12,42-12,1,41.877914155,-87.641405397,"(41.8779141549793, -87.64140539747254)"
1131599,65004,21,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS LLC,04/10/2018,12/01/2018,03/20/2018,277 E ONTARIO ST,277,277,E,ONTARIO,ST,CHICAGO,IL,60611,42,41,42-41,18,41.893286702,-87.620736038,"(41.89328670170699, -87.62073603767028)"
1131598,65004,56,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS,04/10/2018,12/01/2018,03/20/2018,200 S MICHIGAN AVE,200,200,S,MICHIGAN,AVE,CHICAGO,IL,60604,42,9,42-9,1,41.879489329,-87.624498125,"(41.87948932869769, -87.6244981249339)"
1131597,65004,54,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS,04/10/2018,12/01/2018,03/20/2018,57 E CHICAGO AVE,57,57,E,CHICAGO,AVE,CHICAGO,IL,60611,42,19,42-19,18,41.896599125,-87.625990339,"(41.896599125135566, -87.62599033912518)"
1131596,65004,1,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS LLC,04/10/2018,12/01/2018,03/20/2018,190 N STATE ST,190,190,N,STATE,ST,CHICAGO,IL,60601,42,9,42-9,1,41.88555517,-87.628082725,"(41.88555516950279, -87.62808272516106)"
1131595,65004,28,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS # 100,04/10/2018,12/01/2018,03/20/2018,209 S LA SALLE ST,209,209,S,LA SALLE,ST,CHICAGO,IL,60604,42,9,42-9,1,41.87911455,-87.63213674,"(41.87911455044448, -87.63213673978143)"
1131594,65004,12,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS LLC,04/10/2018,12/01/2018,03/20/2018,508 N CLARK ST,508,508,N,CLARK,ST,CHICAGO,IL,60610,42,46,42-46,18,41.891150496,-87.631260284,"(41.891150496266704, -87.63126028432397)"
1131593,65004,11,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS LLC,04/10/2018,12/01/2018,03/20/2018,1 N LA SALLE ST,1,1,N,LA SALLE,ST,CHICAGO,IL,60602,42,9,42-9,1,41.881990074,-87.632212876,"(41.88199007378305, -87.63221287591374)"
1131592,351043,1,1160 DEARBORN ENTERTAINMENT LLC,CHICAGO Q,04/10/2018,12/01/2018,03/29/2018,1160 N DEARBORN ST,1160,1160,N,DEARBORN,ST,CHICAGO,IL,60610,2,36,2-36,18,41.903674782,-87.630125824,"(41.90367478181266, -87.63012582397081)"
1131549,396554,1,"REPLAY ANDERSONVILLE, INC.,",REPLAY / ELIXIR,04/10/2018,12/01/2018,03/27/2018,5356-5358 N CLARK ST,5356,5356-5358,N,CLARK,ST,CHICAGO,IL,60640,40,42,40-42,20,41.979729777,-87.668419027,"(41.979729777066666, -87.66841902665125)"
1131542,65004,24,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS LLC,04/10/2018,12/01/2018,03/20/2018,1459 W TAYLOR ST,1459,1459,W,TAYLOR,ST,CHICAGO,IL,60607,28,38,28-38,12,41.869191596,-87.664013343,"(41.86919159569781, -87.66401334265312)"
1131382,65004,10,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS LLC,04/10/2018,12/01/2018,03/20/2018,3424 N SOUTHPORT AVE,3424,3424,N,SOUTHPORT,AVE,CHICAGO,IL,60657,44,43,44-43,19,41.944166482,-87.664084812,"(41.9441664817515, -87.66408481161899)"
1131368,2962,9,"THOMAS M. TUNNEY ENTERPRISE, LTD.",ANN SATHER'S CAFE,04/10/2018,12/01/2018,03/19/2018,3415 N BROADWAY,3415,3415,N,BROADWAY,,CHICAGO,IL,60657,44,12,44-12,19,41.943809702,-87.644951074,"(41.94380970211237, -87.64495107447185)"
1131320,283879,1,4840 RESTAURANT CORP.,FAT CAT,04/10/2018,12/01/2018,04/09/2018,4840 N BROADWAY,4840,4840,N,BROADWAY,,CHICAGO,IL,60640,46,40,46-40,20,41.970177997,-87.659849007,"(41.970177996889234, -87.65984900729137)"
1131219,357515,1,ROKA AKOR CHICAGO LLC,ROKA AKOR/ENOLO WINE BAR,04/10/2018,12/01/2018,04/10/2018,111 W ILLINOIS ST,111,111,W,ILLINOIS,ST,CHICAGO,IL,60654,42,46,42-46,18,41.890704754,-87.631610662,"(41.890704754245085, -87.63161066165118)"
